"Types of Crops","musym.x","mukey","cokey","muname","taxorder","compname","slope.r","slopegradwta","slope.l","slope.h","localphase","erokind","erocl","tfact","Kfact","wei","niccdcd","hydgrp","soilslippot","drainagecl","drclassdcd","awc","aws025wta","aws0150wta","flodfreqcl","floddurcl","pondfreqcl","ponddurcl","flodfreqdcd","flodfreqmax","pondfreqprs","iacornsr","ph","ph_l","ph_h","cec7","gypsum","ksat","ec","sar","caco3","om","ptotal","soilTextdes","Soil Types","Rooting Depth","pH-Level","Temperature Tolerances","ph_L","ph_H","Boron","Copper","Zinc","Molybdenum","Iron","Manganese","Soil Boron","Soil Magnesium","Storage Life","Crop Maturity Late Variety","Crop Maturity Early Variety (days)","Storage Humidity (%)","Storage Temp (  ̊F)","Base Temp in F","Nitrogen","Example","Year","Month","Flags","FlagDesc"
"Sweet Corn","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.28,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.55,26.66,"None","","None","","None","None",8,86,6.7,5.85,7.3,27.9,0,2.82,0,0,0,6,NA,"Clay loam","Clay","Moderate (18-24 inches)","5.5-7.0","Warm-season (Tender)","5.5","7.0","Medium","High","Medium","High","-","High","Tolerant","Tolerant","2-5 days (upto 21 days)",85,70,"95-98","32",40,"Apply 8 ounces of N per 250 foot row when plants have 8 to 10 leaves.   Apply 3.2 ounces (1/5 pound) of N per 250 foot row when silks first appear.",2,4,"May-September",2,"soil texture does not match, this soil's drainage may be limited"
"Sweet Corn","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.28,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.55,26.66,"None","","None","","None","None",8,86,6.7,5.85,7.3,27.9,0,2.82,0,0,0,6,NA,"Clay loam","Clay","Moderate (18-24 inches)","5.5-7.0","Warm-season (Tender)","5.5","7.0","Medium","High","Medium","High","-","High","Tolerant","Tolerant","2-5 days (upto 21 days)",85,70,"95-98","32",40,"Apply 8 ounces of N per 250 foot row when plants have 8 to 10 leaves.   Apply 3.2 ounces (1/5 pound) of N per 250 foot row when silks first appear.",4,1,"May-August",2,"soil texture does not match, this soil's drainage may be limited"
"Sweet Corn","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.28,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.19,5.01,27.46,"None","","None","","None","None",0,89,6.33333333333333,5.76666666666667,7.3,20.3,0,9.17,0,0,0,2.25,NA,"Loam","Clay","Moderate (18-24 inches)","5.5-7.0","Warm-season (Tender)","5.5","7.0","Medium","High","Medium","High","-","High","Tolerant","Tolerant","2-5 days (upto 21 days)",85,70,"95-98","32",40,"Apply 8 ounces of N per 250 foot row when plants have 8 to 10 leaves.   Apply 3.2 ounces (1/5 pound) of N per 250 foot row when silks first appear.",2,4,"May-September",1,"soil texture does not match"
"Sweet Corn","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.28,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.19,5.01,27.46,"None","","None","","None","None",0,89,6.33333333333333,5.76666666666667,7.3,20.3,0,9.17,0,0,0,2.25,NA,"Loam","Clay","Moderate (18-24 inches)","5.5-7.0","Warm-season (Tender)","5.5","7.0","Medium","High","Medium","High","-","High","Tolerant","Tolerant","2-5 days (upto 21 days)",85,70,"95-98","32",40,"Apply 8 ounces of N per 250 foot row when plants have 8 to 10 leaves.   Apply 3.2 ounces (1/5 pound) of N per 250 foot row when silks first appear.",4,1,"May-August",1,"soil texture does not match"
"Sweet Corn","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.266666666666667,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.83333333333333,7.13333333333333,8.4,21.2,0,4.93666666666667,0,0,25,4.5,NA,"Clay loam","Clay","Moderate (18-24 inches)","5.5-7.0","Warm-season (Tender)","5.5","7.0","Medium","High","Medium","High","-","High","Tolerant","Tolerant","2-5 days (upto 21 days)",85,70,"95-98","32",40,"Apply 8 ounces of N per 250 foot row when plants have 8 to 10 leaves.   Apply 3.2 ounces (1/5 pound) of N per 250 foot row when silks first appear.",2,4,"May-September",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Sweet Corn","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.266666666666667,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.83333333333333,7.13333333333333,8.4,21.2,0,4.93666666666667,0,0,25,4.5,NA,"Clay loam","Clay","Moderate (18-24 inches)","5.5-7.0","Warm-season (Tender)","5.5","7.0","Medium","High","Medium","High","-","High","Tolerant","Tolerant","2-5 days (upto 21 days)",85,70,"95-98","32",40,"Apply 8 ounces of N per 250 foot row when plants have 8 to 10 leaves.   Apply 3.2 ounces (1/5 pound) of N per 250 foot row when silks first appear.",4,1,"May-August",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Sweet Potato","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.3,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.1775,4.58,26.8,"None","","None","","None","None",5,89,6.75,6.3,7.575,22.475,0,4.4075,0,0,3.75,2.875,NA,"Clay loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",1,3,"May-October",1,"soil texture does not match"
"Sweet Potato","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.3,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.1775,4.58,26.8,"None","","None","","None","None",5,89,6.75,6.3,7.575,22.475,0,4.4075,0,0,3.75,2.875,NA,"Clay loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",5,2,"June-October",1,"soil texture does not match"
"Sweet Potato","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.336666666666667,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.21,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.96666666666667,6.43333333333333,7.46666666666667,28.8666666666667,0,0.92,0,0,0,5.5,NA,"Silty clay loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",1,3,"May-October",2,"soil texture does not match, this soil's drainage may be limited"
"Sweet Potato","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.336666666666667,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.21,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.96666666666667,6.43333333333333,7.46666666666667,28.8666666666667,0,0.92,0,0,0,5.5,NA,"Silty clay loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",5,2,"June-October",2,"soil texture does not match, this soil's drainage may be limited"
"Sweet Potato","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.266666666666667,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.83333333333333,7.13333333333333,8.4,21.2,0,4.93666666666667,0,0,25,4.5,NA,"Clay loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",1,3,"May-October",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Sweet Potato","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.266666666666667,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.83333333333333,7.13333333333333,8.4,21.2,0,4.93666666666667,0,0,25,4.5,NA,"Clay loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",5,2,"June-October",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Sweet Potato","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.29,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.1875,5.01,27.46,"None","","None","","None","None",0,89,6.75,6.3,7.575,18.975,0,9.17,0,0,3.75,1.75,NA,"Loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",1,3,"May-October",2,"soil texture does not match, this soil's organic matter percent could be an issue"
"Sweet Potato","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.29,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.1875,5.01,27.46,"None","","None","","None","None",0,89,6.75,6.3,7.575,18.975,0,9.17,0,0,3.75,1.75,NA,"Loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",5,2,"June-October",2,"soil texture does not match, this soil's organic matter percent could be an issue"
"Sweet Potato","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.293333333333333,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.176666666666667,4.55,26.66,"None","","None","","None","None",8,86,6.9,5.76666666666667,7.46666666666667,26.2,0,2.82,0,0,0,4.5,NA,"Clay loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",1,3,"May-October",2,"soil texture does not match, this soil's drainage may be limited"
"Sweet Potato","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.293333333333333,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.176666666666667,4.55,26.66,"None","","None","","None","None",8,86,6.9,5.76666666666667,7.46666666666667,26.2,0,2.82,0,0,0,4.5,NA,"Clay loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",5,2,"June-October",2,"soil texture does not match, this soil's drainage may be limited"
"Sweet Potato","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.288,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.178,4.63,27.18,"None","","None","","None","None",15,84,7.78,7.5,8.04,21.62,0,4.09,0,0,13,3.35,NA,"Clay loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",1,3,"May-October",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Sweet Potato","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.288,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.178,4.63,27.18,"None","","None","","None","None",15,84,7.78,7.5,8.04,21.62,0,4.09,0,0,13,3.35,NA,"Clay loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",5,2,"June-October",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Sweet Potato","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.29,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.1875,5.01,27.46,"None","","None","","None","None",0,89,6.75,6.3,7.575,18.975,0,9.17,0,0,3.75,1.75,NA,"Loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",1,3,"May-October",2,"soil texture does not match, this soil's organic matter percent could be an issue"
"Sweet Potato","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.29,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.1875,5.01,27.46,"None","","None","","None","None",0,89,6.75,6.3,7.575,18.975,0,9.17,0,0,3.75,1.75,NA,"Loam","Sandy loam","Deep (>36 inches)","5.0- 7.5","Cool-season (Semi-Hardy)*","5.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,"4-7 months",50,40,"85-95","55-59",60,"Apply 12 ounces of N per 250 foot row per season as follows: 30% (3.6 oz) of N at planting; ~20% (2.8 oz N) at tuber set when tubers are approximate nickel size, ~20% (2.8 oz N) two weeks later followed by a final application of ~20% (2.8 oz N) two week after second application but no later than July 31st.",5,2,"June-October",2,"soil texture does not match, this soil's organic matter percent could be an issue"
"Tomato","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.32,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.22,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.9,6.35,7.3,29.35,0,0.92,0,0,0,7.5,NA,"Silty clay loam","Loam","Moderate (18-24 inches)","5.5-7.5","Warm-season (Tender)","5.5","7.5",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","1-2 weeks",95,75,"90-95","50- 55",50,"Work 4 ounces of N per 250 foot of row into the soil at planting; Side-dress with another 4 oz N when fruit are about 1/3 grown. After picking the first ripe fruit, side-dress with another 4 oz N. Urea or ammonium nitrate fertilizers are not recommended sources of N.",2,2,"May-September",2,"soil texture does not match, this soil's drainage may be limited"
"Tomato","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.293333333333333,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.176666666666667,4.58,26.8,"None","","None","","None","None",5,89,6.33333333333333,5.76666666666667,7.3,24.9666666666667,0,2.82,0,0,0,3.75,NA,"Clay loam","Loam","Moderate (18-24 inches)","5.5-7.5","Warm-season (Tender)","5.5","7.5",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","1-2 weeks",95,75,"90-95","50- 55",50,"Work 4 ounces of N per 250 foot of row into the soil at planting; Side-dress with another 4 oz N when fruit are about 1/3 grown. After picking the first ripe fruit, side-dress with another 4 oz N. Urea or ammonium nitrate fertilizers are not recommended sources of N.",2,2,"May-September",1,"soil texture does not match"
"Tomato","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.28,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.19,5.01,27.46,"None","","None","","None","None",0,89,6.33333333333333,5.76666666666667,7.3,20.3,0,9.17,0,0,0,2.25,NA,"Loam","Loam","Moderate (18-24 inches)","5.5-7.5","Warm-season (Tender)","5.5","7.5",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","1-2 weeks",95,75,"90-95","50- 55",50,"Work 4 ounces of N per 250 foot of row into the soil at planting; Side-dress with another 4 oz N when fruit are about 1/3 grown. After picking the first ripe fruit, side-dress with another 4 oz N. Urea or ammonium nitrate fertilizers are not recommended sources of N.",2,2,"May-September",0,""
"Tomato","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.28,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.19,5.01,27.46,"None","","None","","None","None",0,89,6.33333333333333,5.76666666666667,7.3,20.3,0,9.17,0,0,0,2.25,NA,"Loam","Loam","Moderate (18-24 inches)","5.5-7.5","Warm-season (Tender)","5.5","7.5",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","1-2 weeks",95,75,"90-95","50- 55",50,"Work 4 ounces of N per 250 foot of row into the soil at planting; Side-dress with another 4 oz N when fruit are about 1/3 grown. After picking the first ripe fruit, side-dress with another 4 oz N. Urea or ammonium nitrate fertilizers are not recommended sources of N.",2,2,"May-September",0,""
"Tomato","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.266666666666667,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.83333333333333,7.13333333333333,8.4,21.2,0,4.93666666666667,0,0,25,4.5,NA,"Clay loam","Loam","Moderate (18-24 inches)","5.5-7.5","Warm-season (Tender)","5.5","7.5",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","1-2 weeks",95,75,"90-95","50- 55",50,"Work 4 ounces of N per 250 foot of row into the soil at planting; Side-dress with another 4 oz N when fruit are about 1/3 grown. After picking the first ripe fruit, side-dress with another 4 oz N. Urea or ammonium nitrate fertilizers are not recommended sources of N.",2,2,"May-September",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Tomato","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.28,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.55,26.66,"None","","None","","None","None",8,86,6.7,5.85,7.3,27.9,0,2.82,0,0,0,6,NA,"Clay loam","Loam","Moderate (18-24 inches)","5.5-7.5","Warm-season (Tender)","5.5","7.5",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","1-2 weeks",95,75,"90-95","50- 55",50,"Work 4 ounces of N per 250 foot of row into the soil at planting; Side-dress with another 4 oz N when fruit are about 1/3 grown. After picking the first ripe fruit, side-dress with another 4 oz N. Urea or ammonium nitrate fertilizers are not recommended sources of N.",2,2,"May-September",2,"soil texture does not match, this soil's drainage may be limited"
"Tomato","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.266666666666667,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.63,27.18,"None","","None","","None","None",15,84,7.63333333333333,7.4,7.8,25.1666666666667,0,2.82,0,0,11,5,NA,"Clay loam","Loam","Moderate (18-24 inches)","5.5-7.5","Warm-season (Tender)","5.5","7.5",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","1-2 weeks",95,75,"90-95","50- 55",50,"Work 4 ounces of N per 250 foot of row into the soil at planting; Side-dress with another 4 oz N when fruit are about 1/3 grown. After picking the first ripe fruit, side-dress with another 4 oz N. Urea or ammonium nitrate fertilizers are not recommended sources of N.",2,2,"May-September",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Watermelon","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.288,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.178,4.63,27.18,"None","","None","","None","None",15,84,7.78,7.5,8.04,21.62,0,4.09,0,0,13,3.35,NA,"Clay loam","Sandy loam","Deep (>36 inches)","6.0-6.5","Warm-season (Very Tender)","6.0","6.5","Medium","Medium","Low","Low","-","Medium","Tolerant",NA,"2-3 weeks",95,50,"90","50-60",40,"When the plants begin to vine, in midseason, apply a side-dressing of 2.5 ounces of N for each 250 feet of row.",5,4,"May-September",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Watermelon","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.29,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.1875,5.01,27.46,"None","","None","","None","None",0,89,6.75,6.3,7.575,18.975,0,9.17,0,0,3.75,1.75,NA,"Loam","Sandy loam","Deep (>36 inches)","6.0-6.5","Warm-season (Very Tender)","6.0","6.5","Medium","Medium","Low","Low","-","Medium","Tolerant",NA,"2-3 weeks",95,50,"90","50-60",40,"When the plants begin to vine, in midseason, apply a side-dressing of 2.5 ounces of N for each 250 feet of row.",5,4,"May-September",3,"pH does not fit into range, soil texture does not match, this soil's organic matter percent could be an issue"
"Watermelon","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.293333333333333,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.176666666666667,4.55,26.66,"None","","None","","None","None",8,86,6.9,5.76666666666667,7.46666666666667,26.2,0,2.82,0,0,0,4.5,NA,"Clay loam","Sandy loam","Deep (>36 inches)","6.0-6.5","Warm-season (Very Tender)","6.0","6.5","Medium","Medium","Low","Low","-","Medium","Tolerant",NA,"2-3 weeks",95,50,"90","50-60",40,"When the plants begin to vine, in midseason, apply a side-dressing of 2.5 ounces of N for each 250 feet of row.",5,4,"May-September",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Watermelon","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.336666666666667,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.21,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.96666666666667,6.43333333333333,7.46666666666667,28.8666666666667,0,0.92,0,0,0,5.5,NA,"Silty clay loam","Sandy loam","Deep (>36 inches)","6.0-6.5","Warm-season (Very Tender)","6.0","6.5","Medium","Medium","Low","Low","-","Medium","Tolerant",NA,"2-3 weeks",95,50,"90","50-60",40,"When the plants begin to vine, in midseason, apply a side-dressing of 2.5 ounces of N for each 250 feet of row.",5,4,"May-September",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Watermelon","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.3,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.1775,4.58,26.8,"None","","None","","None","None",5,89,6.75,6.3,7.575,22.475,0,4.4075,0,0,3.75,2.875,NA,"Clay loam","Sandy loam","Deep (>36 inches)","6.0-6.5","Warm-season (Very Tender)","6.0","6.5","Medium","Medium","Low","Low","-","Medium","Tolerant",NA,"2-3 weeks",95,50,"90","50-60",40,"When the plants begin to vine, in midseason, apply a side-dressing of 2.5 ounces of N for each 250 feet of row.",5,4,"May-September",2,"pH does not fit into range, soil texture does not match"
